rhinovirus_a	147711	None	NC_038311,NC_001617
rhinovirus_b	147712	None	NC_038312,NC_001490
rhinovirus_c	463676	None	NC_009996,NC_038878
enterovirus_b	138949	None	NC_001472,NC_038307
enterovirus_d	138951	None	NC_038308,NC_001430
enterovirus_c	138950	None	NC_002058
enterovirus_a	138948	None	NC_001612,NC_038306
enterovirus_an12	1929150	None	NC_033695
enterovirus_e	12064	None	NC_001859
enterovirus_f	1330520	None	NC_021220,NC_008714
enterovirus_g	106966	None	NC_004441
enterovirus_h	310907	None	NC_003988,NC_038309
enterovirus_i	2040663	None	NC_038310
enterovirus_j	1330521	None	NC_010415,NC_013695
enterovirus_k	2169884	None	NC_038989
enterovirus_l	2169885	None	NC_029905
enterovirus_goat-jl14	1849328	None	NC_034267
enterovirus_sp	47681	None	NC_024073
human_enterovirus	1193974	None	NC_030454
